,HighSchool,Graduate,College,11th,9th
0,88.70663,6.2049394,2.5113935,0.53646725,2.0405612
1,88.58104,5.765504,2.5530145,0.5373463,2.5631042
2,23.409206,66.446465,6.446609,1.3574998,2.3402252
3,3.7174642,7.6862683,82.63244,2.733778,3.2300525
4,0.63653666,1.6215423,2.3681588,86.28494,9.088822
5,81.381905,10.296346,4.6703005,0.91549474,2.7359524
6,6.013367,11.545632,59.001583,8.802293,14.637125
7,1.1091226,3.811254,5.8436337,77.01534,12.22065
8,2.2807467,6.496074,39.103394,35.483963,16.63583
9,11.945825,78.43286,6.2951417,1.3904668,1.9357022
10,22.456331,7.671886,6.413791,6.0079994,57.44999
11,7.290118,82.658424,6.8184867,1.5692422,1.6637189
12,2.3917813,6.6231422,84.22255,3.6431592,3.1193728
13,0.4911853,1.6382271,2.7568822,89.35955,5.754155
14,2.1067767,1.8179355,2.9633646,5.7378917,87.37404
15,7.5714903,44.438805,18.666922,17.89795,11.424837
16,16.609045,46.107346,31.395638,2.0751512,3.8128295
17,8.97162,80.64964,7.085832,1.557415,1.7354895
18,4.201178,2.6337218,7.055612,6.145107,79.96438
19,3.4232578,8.837011,82.13749,2.7049804,2.897257
20,7.2843595,67.64015,14.710492,5.370575,4.9944243
21,0.6030955,1.7161925,2.6716936,88.79094,6.218077
22,3.5623484,7.305184,83.768196,2.1972237,3.1670504
23,5.0231295,26.641205,31.518158,23.466724,13.350786
24,87.72412,6.7907743,2.695609,0.60101694,2.188482
25,4.695396,8.623949,81.338005,2.1826463,3.160005
26,85.17482,9.440516,2.879175,0.5669077,1.9385774
27,71.989006,14.120942,7.6806307,1.3622376,4.84718
28,3.0140991,6.1349025,81.78897,3.6240876,5.437941
29,3.1189733,11.629302,79.20687,3.4284878,2.6163676
30,9.606226,64.983475,15.6845455,4.041012,5.684743
31,3.0452197,2.5146182,5.6104074,6.5676637,82.26209
32,21.30551,67.68605,5.863231,2.010867,3.1343348
33,2.8582745,2.008547,2.683238,6.52429,85.925644
34,5.7865934,7.0526643,73.91431,3.9522583,9.294178
35,2.776256,1.7916858,2.857248,8.015355,84.559456
36,18.38583,61.66174,14.945067,2.0445137,2.9628432
37,78.962036,11.847983,5.6018295,0.9503659,2.6377778
38,87.47078,5.976355,3.127097,0.60971326,2.816062
39,0.53616256,1.7112795,2.343247,89.09221,6.3171053
40,1.7579306,6.959498,18.997713,58.975094,13.30976
41,0.57220334,1.6343315,2.720044,88.29683,6.776591
42,3.8960767,5.9516516,82.32342,3.2085907,4.6202645
43,51.01582,34.05679,7.9624944,2.1080987,4.8568
44,87.35875,6.7361703,3.2209847,0.48704833,2.1970403
45,3.0489345,10.735444,80.293175,3.3669903,2.5554552
46,7.6338053,83.01037,5.7097445,1.6385349,2.0075462
47,38.936066,38.916065,11.485078,3.0429842,7.619801
48,0.53436023,1.6932335,2.7820172,89.27062,5.7197638
49,18.385523,28.829569,21.4917,7.000032,24.293179
50,2.266565,1.9947734,2.6928055,7.5459733,85.499886
51,31.126186,31.650421,19.224607,7.8116274,10.187158
52,6.499418,75.17201,11.8093405,3.6751606,2.84407
53,6.8653293,83.0923,6.0721865,1.779915,2.1902626
54,13.223894,36.959587,20.17794,13.587925,16.050648
55,5.961782,46.671272,20.358862,19.072676,7.935413
56,81.92342,8.448169,4.336094,0.9222961,4.3700237
57,4.712334,10.202057,79.81588,2.227608,3.0421214
58,8.427309,81.3733,6.9716043,1.521189,1.7065991
59,1.3093085,3.2322326,4.280819,71.83412,19.343517
60,6.263148,71.922585,16.308521,2.962202,2.5435443
61,85.430435,6.55602,4.5846963,0.66922253,2.7596283
62,6.4506345,52.2988,35.290337,3.0834942,2.8767269
63,5.153203,3.1725965,3.211824,5.7642426,82.69813
64,8.06281,81.50293,6.131713,1.8070712,2.4954782
65,3.7191253,10.862395,72.43405,6.0550666,6.9293647
66,2.946971,7.8740053,83.32312,2.828698,3.0272028
67,35.600784,24.250994,34.53949,1.5780749,4.0306582
68,21.231016,37.058716,19.534246,10.063313,12.112711
69,4.962074,19.021387,54.795055,11.562846,9.658645
70,10.05106,20.447216,13.840036,14.0021,41.65959
71,16.773336,16.081324,58.32722,2.7056925,6.1124234
