,HighSchool,Graduate,College,11th,9th
0,17.07538,22.873348,14.046544,31.9639,14.04083
1,9.607797,15.7528715,15.319874,48.41425,10.905207
2,8.113907,20.98265,15.580799,37.748604,17.574036
3,13.944721,50.504692,22.300724,6.1245623,7.125306
4,3.1044512,7.610885,5.2339435,77.998726,6.051996
5,72.17384,10.332965,6.07339,3.4226246,7.997176
6,8.550969,39.468307,10.446244,35.58094,5.953539
7,51.63365,15.403112,13.11316,6.6637716,13.186301
8,6.404605,5.8943195,36.45635,5.415825,45.8289
9,69.26975,12.638008,6.208359,5.207294,6.6765866
10,4.963414,5.2428484,17.889833,6.7253695,65.17853
11,14.348406,58.90201,11.3605795,8.943951,6.445054
12,6.8766646,5.796084,27.28034,6.2737837,53.773125
13,5.688906,13.614425,11.465513,57.848972,11.382186
14,8.390305,6.6746697,16.824005,6.322053,61.78896
15,3.2814145,8.460929,5.4155965,77.37823,5.4638343
16,6.5467873,13.160239,60.69802,6.3968606,13.198094
17,14.492106,62.78866,8.637873,10.137458,3.943895
18,12.168395,5.5091643,10.701498,7.0980062,64.522934
19,6.7777066,15.250251,62.513733,5.5166426,9.941671
20,9.820759,64.963585,8.904548,11.2590885,5.0520234
21,3.1816013,8.967142,5.8834476,75.26478,6.7030287
22,5.0567756,9.632567,63.307476,9.043984,12.959199
23,11.757975,62.855373,12.797514,8.233353,4.3557796
24,58.922047,9.865959,9.431524,5.566641,16.213827
25,7.1959414,8.015436,40.64773,6.9102006,37.230694
26,69.38801,15.667397,5.8978615,4.2718043,4.774929
27,70.17556,14.863377,6.018089,4.0018773,4.9410934
28,5.1765485,9.011475,67.92184,4.875389,13.014751
29,8.661684,21.106215,33.68227,23.183098,13.366741
30,12.223752,61.94974,8.111507,13.055234,4.6597624
31,23.219255,11.551536,27.344975,4.693497,33.190735
32,57.294144,19.309275,9.673493,6.5938487,7.1292424
33,5.0539575,4.930671,13.949683,8.503644,67.56204
34,6.05173,10.204436,59.353394,10.978464,13.41197
35,7.71607,5.0792036,10.072362,7.916995,69.21537
36,70.69404,14.560554,5.280813,4.4205337,5.0440574
37,69.50159,14.573103,6.208489,3.0683365,6.6484847
38,50.20649,19.771593,10.339252,8.14868,11.533993
39,5.4681225,13.091956,53.672455,13.589752,14.177714
40,5.834574,10.26251,59.80748,4.8107123,19.284721
41,4.153573,8.746634,5.260432,76.0437,5.7956614
42,6.0550766,4.376591,16.258554,5.5149927,67.794785
43,17.721197,9.917232,30.687168,7.8819685,33.792435
44,17.614643,59.571743,8.360841,10.189597,4.263183
45,10.869132,23.556427,48.75598,5.459181,11.359278
46,11.638268,46.91207,16.29831,19.749884,5.401458
47,74.24304,11.448382,5.1240993,3.4819624,5.702516
48,4.4797378,7.836881,5.646837,74.74692,7.2896233
49,28.561146,15.463766,28.760654,8.249233,18.9652
50,18.231682,14.389336,11.322888,24.983648,31.072453
51,43.882107,10.753336,14.223114,6.608281,24.533157
52,3.4152143,10.958295,6.0836325,73.933105,5.6097465
53,14.3042965,60.83245,7.405207,13.168031,4.290015
54,8.743332,21.033964,27.07057,9.816696,33.335434
55,3.6656613,8.10717,4.9153976,76.959435,6.3523335
56,58.65404,11.224904,9.611077,4.052574,16.457397
57,6.2481866,14.831575,61.141308,5.623289,12.155643
58,10.061371,61.37986,14.068201,9.800298,4.6902657
59,3.4370835,10.260166,6.246885,74.51226,5.5436068
60,14.467025,14.750746,41.469315,6.3870625,22.925858
61,12.152261,9.700629,22.225847,6.269696,49.65156
62,15.007734,19.105076,46.38426,5.2534194,14.249505
63,18.386246,7.539447,14.048921,5.4991884,54.52619
64,16.81873,62.478237,7.749141,8.895135,4.0587573
65,11.928288,47.176113,26.53116,7.898091,6.46635
66,8.745005,21.873438,53.211903,6.3870287,9.7826185
67,6.794196,8.828537,45.0414,5.7617016,33.57417
68,30.949455,11.3975935,10.388951,10.883408,36.380596
69,9.192333,19.860432,54.96576,4.843418,11.13806
70,9.535422,6.6614056,10.4112425,7.989967,65.40196
71,12.509306,12.066905,51.24421,4.638119,19.541458
72,21.254345,12.062697,29.684269,7.6521196,29.346567
73,6.151475,9.421496,35.705914,8.6366005,40.084515
74,12.254573,5.7946224,12.622169,5.1372,64.19144
75,63.189728,14.792183,8.738442,6.1264787,7.153159
76,9.820364,8.867827,56.875122,3.8359978,20.600695
77,11.966953,65.29074,9.591403,8.287142,4.8637695
78,11.735347,39.479893,19.894047,16.586151,12.30457
79,66.56732,18.574734,5.2598886,4.9287214,4.669327
80,6.9027514,23.527422,47.500412,12.286558,9.78285
81,6.455685,5.319813,10.896681,8.018925,69.3089
82,33.216564,31.100685,16.744598,8.57159,10.36656
83,7.848076,11.407715,64.9787,4.8598275,10.905687
84,22.455503,20.55193,24.903408,6.1229215,25.966236
85,6.749539,7.482274,61.80208,5.3534164,18.612696
86,70.417274,14.870468,4.9201717,4.437764,5.354311
87,2.946857,8.281681,6.624291,74.6787,7.468466
88,6.7739105,11.201831,27.4072,21.243542,33.37352
89,12.07481,54.927265,20.21864,7.370974,5.408317
90,23.14864,57.908195,7.981446,6.300062,4.6616497
91,4.6391315,11.486758,62.85056,8.161678,12.86188
92,10.710157,37.311275,30.125565,12.269476,9.583531
93,3.3470154,7.6278343,5.5412145,77.056854,6.427081
94,5.5030985,9.046506,7.9204373,68.11274,9.417221
95,7.128904,25.671322,7.249508,52.012253,7.938008
96,6.309069,15.606231,55.306183,6.4869204,16.291601
97,21.964382,9.358149,22.537777,9.885422,36.254276
98,4.0231953,11.448144,8.548123,69.66641,6.314133
99,72.89207,11.235417,5.409608,4.0370264,6.4258785
100,16.13857,61.70038,8.385071,9.875276,3.9007015
101,15.557818,44.235836,14.797563,13.52733,11.881448
102,6.1484284,18.286493,54.924202,9.594496,11.046373
103,5.312265,4.912276,12.840809,8.599944,68.3347
104,5.5355573,9.100194,66.79899,6.113998,12.451256
105,8.700205,51.46709,22.73123,10.402377,6.6991034
106,6.819145,10.192423,12.228744,22.696295,48.0634
107,26.502653,42.662766,15.487355,9.186045,6.16119
108,45.832497,8.859251,15.305461,5.030096,24.972696
109,29.260138,39.06324,6.793752,18.572275,6.3105955
110,13.475026,62.739056,10.553243,9.11813,4.1145515
111,12.633742,63.832603,12.207735,6.2712526,5.0546694
112,4.646089,5.4563713,20.122702,7.412339,62.3625
113,7.918521,12.413784,34.088943,24.800318,20.778435
114,3.3586583,7.986213,5.2971754,77.4507,5.907253
115,13.228607,63.203865,9.002003,9.183965,5.3815517
116,72.10199,13.999586,5.3460507,3.2227051,5.3296742
