,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0
1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
3,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
4,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1
5,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1
6,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
7,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
9,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
10,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0
11,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
12,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0
13,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
14,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1
15,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
17,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
18,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1
19,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0
20,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
21,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1
22,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1
23,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
24,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
25,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0
27,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
28,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
29,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
30,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0
31,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
32,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1
33,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0
34,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
35,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
36,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0
37,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
39,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
40,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
41,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
42,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
43,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0
44,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
46,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
47,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0
48,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
49,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1
50,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
51,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
52,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1
53,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0
54,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
55,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
56,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
57,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
58,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0
59,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
60,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
61,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1
62,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
63,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1
64,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
65,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
66,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
67,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1
68,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
69,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1
70,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1
71,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1
72,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1
73,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
74,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1
75,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0
76,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
77,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
78,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
79,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1
80,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1
81,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
82,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0
83,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
84,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
85,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1
86,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
87,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0
88,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
89,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0
90,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
91,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
92,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1
93,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1
94,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0
95,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0
96,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
97,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
98,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1
99,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
100,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
101,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0
102,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
103,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0
104,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0
105,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1
106,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1
107,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1
108,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0
109,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1
110,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
111,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1
112,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1
113,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
114,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
115,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1
116,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
117,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1
118,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
119,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0
120,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
121,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
122,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
123,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
124,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
125,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
126,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
127,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0
128,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1
129,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0
130,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
131,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
132,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
133,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0
134,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
135,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0
136,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
137,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1
138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
139,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1
140,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
141,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
142,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
143,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
144,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
145,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1
146,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
147,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1
148,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0
149,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1
150,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
151,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1
152,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
153,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
154,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
155,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1
156,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
157,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
